accion_b,action,anonymous,component,origin,target,timecreated,courseid,userid,contextid,eventname,ip
2,created,false,mod_forum,null,discussion,3247770849,2,189,564,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623712924,2,189,605,\mod_forum\event\discussion_created,192.168.2.60
2,created,false,mod_forum,null,discussion,3247770849,2,189,606,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623798410,2,190,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624029543,2,192,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1625246480,2,193,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623710909,2,194,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623942797,2,195,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623724363,2,196,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623793576,2,197,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623727383,2,200,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623723987,2,201,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623763330,2,202,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624027883,2,203,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623762242,2,204,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623723500,2,205,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623711760,2,206,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623794996,2,208,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623720878,2,209,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623876339,2,210,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623941931,2,212,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623724524,2,213,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623969549,2,214,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623711968,2,215,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623726898,2,216,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623722641,2,217,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623857371,2,218,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624028870,2,219,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623728724,2,220,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624206314,2,221,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623983017,2,222,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624505994,2,223,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623948109,2,225,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623730014,2,226,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623844800,2,227,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623769235,2,228,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624024109,2,229,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623983372,2,230,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623720771,2,231,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624035711,2,232,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623720246,2,233,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623859656,2,234,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624299958,2,235,564,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624386006,2,235,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624299958,2,235,606,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1624036294,2,236,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623798552,2,237,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623776967,2,239,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623720755,2,240,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623725911,2,241,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623847470,2,245,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623947891,2,246,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,discussion,1623799125,2,247,605,\mod_forum\event\discussion_created,192.168.2.60
1,created,false,mod_forum,null,post,1624310724,2,3,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624310724,2,3,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623795568,2,31,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623795568,2,31,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624324305,2,44,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624324305,2,44,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624311575,2,60,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624311575,2,60,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623766055,2,74,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623766055,2,74,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623719765,2,107,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623719765,2,107,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623773189,2,152,605,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623878235,2,189,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1623878235,2,189,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624292665,2,202,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624292665,2,202,606,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624303987,2,208,564,\mod_forum\event\post_created,192.168.2.60
1,created,false,mod_forum,null,post,1624303987,2,208,606,\mod_forum\event\post_created,192.168.2.60
3,created,false,mod_quiz,null,group_override,4889996961,2,244,681,\mod_quiz\event\group_override_created,192.168.2.60
3,created,false,mod_quiz,null,group_override,4889996961,2,244,747,\mod_quiz\event\group_override_created,192.168.2.60
1,created,false,mod_quiz,null,user_override,1628865628,2,242,681,\mod_quiz\event\user_override_created,192.168.2.60
1,created,false,mod_quiz,null,user_override,1628865628,2,242,747,\mod_quiz\event\user_override_created,192.168.2.60
3,created,false,mod_quiz,null,user_override,4891195029,2,244,681,\mod_quiz\event\user_override_created,192.168.2.60
3,created,false,mod_quiz,null,user_override,4891195029,2,244,747,\mod_quiz\event\user_override_created,192.168.2.60
1,created,false,tool_recyclebin,web,category_bin_item,1644472943,0,2,3,\tool_recyclebin\event\category_bin_item_created,0:0:0:0:0:0:0:1
1,deleted,false,assignsubmission_comments,null,comment,1627100831,2,43,662,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1627100831,2,43,728,\assignsubmission_comments\event\comment_deleted,192.168.2.60
3,deleted,false,assignsubmission_comments,null,comment,4875017751,2,45,657,\assignsubmission_comments\event\comment_deleted,192.168.2.60
3,deleted,false,assignsubmission_comments,null,comment,4875017751,2,45,723,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1624403263,2,50,654,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1624403263,2,50,720,\assignsubmission_comments\event\comment_deleted,192.168.2.60
4,deleted,false,assignsubmission_comments,null,comment,6500021530,2,53,657,\assignsubmission_comments\event\comment_deleted,192.168.2.60
4,deleted,false,assignsubmission_comments,null,comment,6500021530,2,53,723,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1628725242,2,95,664,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1628725242,2,95,730,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625271062,2,156,655,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625271062,2,156,721,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625026410,2,167,656,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625160310,2,167,657,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625026410,2,167,722,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625160310,2,167,723,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1626816632,2,194,663,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1626816632,2,194,729,\assignsubmission_comments\event\comment_deleted,192.168.2.60
2,deleted,false,assignsubmission_comments,null,comment,3250056754,2,196,657,\assignsubmission_comments\event\comment_deleted,192.168.2.60
2,deleted,false,assignsubmission_comments,null,comment,3250056754,2,196,723,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625245124,2,203,657,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,assignsubmission_comments,null,comment,1625245124,2,203,723,\assignsubmission_comments\event\comment_deleted,192.168.2.60
1,deleted,false,core,web,calendar_event,1644501311,2,2,267,\core\event\calendar_event_deleted,0:0:0:0:0:0:0:1
3,deleted,false,core,web,calendar_event,4932508224,4,2,362,\core\event\calendar_event_deleted,0:0:0:0:0:0:0:1
1,deleted,false,core,web,course,1644163015,3,2,283,\core\event\course_deleted,0:0:0:0:0:0:0:1
1,deleted,false,core,web,course,1644472948,4,2,362,\core\event\course_deleted,0:0:0:0:0:0:0:1
17,deleted,false,core,web,course_content,27953035756,2,2,267,\core\event\course_content_deleted,0:0:0:0:0:0:0:1
2,deleted,false,core,web,course_content,3288342878,2,244,267,\core\event\course_content_deleted,0:0:0:0:0:0:0:1
1,deleted,false,core,web,course_content,1644163015,3,2,283,\core\event\course_content_deleted,0:0:0:0:0:0:0:1
8,deleted,false,core,web,course_content,13155161010,4,2,362,\core\event\course_content_deleted,0:0:0:0:0:0:0:1
12,deleted,false,core,web,enrol_instance,19731878382,2,2,267,\core\event\enrol_instance_deleted,0:0:0:0:0:0:0:1
3,deleted,false,core,web,enrol_instance,4932489045,3,2,283,\core\event\enrol_instance_deleted,0:0:0:0:0:0:0:1
5,deleted,false,core,web,enrol_instance,8222359844,4,2,362,\core\event\enrol_instance_deleted,0:0:0:0:0:0:0:1
4579,deleted,false,core,web,grade,7530171386649,2,2,267,\core\event\grade_deleted,0:0:0:0:0:0:0:1
37,deleted,false,core,web,grade_item,60843007021,2,2,267,\core\event\grade_item_deleted,0:0:0:0:0:0:0:1
2,deleted,false,core,web,grade_item,3288342874,2,244,267,\core\event\grade_item_deleted,0:0:0:0:0:0:0:1
1,deleted,false,core,web,grade_item,1644163007,3,2,283,\core\event\grade_item_deleted,0:0:0:0:0:0:0:1
29,deleted,false,core,web,grade_item,47682718499,4,2,362,\core\event\grade_item_deleted,0:0:0:0:0:0:0:1
155,deleted,false,core,web,group,254875066549,2,2,267,\core\event\group_deleted,0:0:0:0:0:0:0:1
31,deleted,false,core,web,group,50969053465,3,2,283,\core\event\group_deleted,0:0:0:0:0:0:0:1
68,deleted,false,core,web,group,111824069968,4,2,362,\core\event\group_deleted,0:0:0:0:0:0:0:1
5,deleted,false,core,web,grouping,8221776339,2,2,267,\core\event\grouping_deleted,0:0:0:0:0:0:0:1
1,deleted,false,core,web,grouping,1644163015,3,2,283,\core\event\grouping_deleted,0:0:0:0:0:0:0:1
2,deleted,false,core,web,grouping,3288943450,4,2,362,\core\event\grouping_deleted,0:0:0:0:0:0:0:1
434,deleted,false,core,web,question,713617702058,2,2,267,\core\event\question_deleted,0:0:0:0:0:0:0:1
62,deleted,false,core,web,question,101938629193,2,244,267,\core\event\question_deleted,0:0:0:0:0:0:0:1
31,deleted,false,core,web,question,50969053248,3,2,283,\core\event\question_deleted,0:0:0:0:0:0:0:1
205,deleted,false,core,web,question,337101486464,4,2,362,\core\event\question_deleted,0:0:0:0:0:0:0:1
1215,deleted,false,core,web,user_enrolment,1997891646914,2,2,267,\core\event\user_enrolment_deleted,0:0:0:0:0:0:0:1
243,deleted,false,core,web,user_enrolment,399531611777,3,2,283,\core\event\user_enrolment_deleted,0:0:0:0:0:0:0:1
486,deleted,false,core,web,user_enrolment,799213257699,4,2,362,\core\event\user_enrolment_deleted,0:0:0:0:0:0:0:1
3,deleted,false,mod_assign,null,group_override,4886166787,2,244,656,\mod_assign\event\group_override_deleted,192.168.2.60
3,deleted,false,mod_assign,null,group_override,4886166787,2,244,722,\mod_assign\event\group_override_deleted,192.168.2.60
1,deleted,false,mod_assign,null,user_override,1631204981,2,244,666,\mod_assign\event\user_override_deleted,192.168.2.60
1,deleted,false,mod_assign,null,user_override,1631204981,2,244,732,\mod_assign\event\user_override_deleted,192.168.2.60
2,deleted,false,mod_assign,web,group_override,3289002600,2,2,657,\mod_assign\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,group_override,1644501304,2,2,663,\mod_assign\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,group_override,1644501306,2,2,665,\mod_assign\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,group_override,1644169405,4,2,424,\mod_assign\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,group_override,1644169406,4,2,425,\mod_assign\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,user_override,1644501300,2,2,657,\mod_assign\event\user_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,user_override,1644501305,2,2,664,\mod_assign\event\user_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_assign,web,user_override,1644501307,2,2,673,\mod_assign\event\user_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_forum,null,discussion,1623773264,2,36,564,\mod_forum\event\discussion_deleted,192.168.2.60
1,deleted,false,mod_forum,null,discussion,1623773264,2,36,606,\mod_forum\event\discussion_deleted,192.168.2.60
1,deleted,false,mod_forum,null,discussion,1623761201,2,71,605,\mod_forum\event\discussion_deleted,192.168.2.60
1,deleted,false,mod_forum,null,post,1623773264,2,36,564,\mod_forum\event\post_deleted,192.168.2.60
1,deleted,false,mod_forum,null,post,1623773264,2,36,606,\mod_forum\event\post_deleted,192.168.2.60
1,deleted,false,mod_forum,null,post,1623761201,2,71,605,\mod_forum\event\post_deleted,192.168.2.60
85,deleted,false,mod_forum,web,discussion,139753894391,2,2,282,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139753912545,2,2,302,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139753937069,2,2,311,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139753978525,2,2,320,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139754550511,2,2,465,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139754565687,2,2,474,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139754589570,2,2,483,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139755288695,2,2,501,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139755306351,2,2,510,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139780222461,2,2,555,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
7,deleted,false,mod_forum,web,discussion,11511316089,2,2,564,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139754527199,2,244,329,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139754617195,2,244,492,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139753855595,3,2,292,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139779921433,4,2,456,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139779961560,4,2,519,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139779992500,4,2,528,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139780129392,4,2,537,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,discussion,139780200240,4,2,546,\mod_forum\event\discussion_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139753894391,2,2,282,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139753912545,2,2,302,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139753937068,2,2,311,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139753978524,2,2,320,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139754550511,2,2,465,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139754565686,2,2,474,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139754589570,2,2,483,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139755288695,2,2,501,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139755306351,2,2,510,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139780222461,2,2,555,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
16,deleted,false,mod_forum,web,post,26311579632,2,2,564,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139754527199,2,244,329,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139754617195,2,244,492,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139753855595,3,2,292,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139779921433,4,2,456,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139779961560,4,2,519,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139779992500,4,2,528,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139780129391,4,2,537,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
85,deleted,false,mod_forum,web,post,139780200240,4,2,546,\mod_forum\event\post_deleted,0:0:0:0:0:0:0:1
2,deleted,false,mod_quiz,null,attempt,3257407085,2,244,681,\mod_quiz\event\attempt_deleted,192.168.2.60
2,deleted,false,mod_quiz,null,attempt,3257407085,2,244,747,\mod_quiz\event\attempt_deleted,192.168.2.60
3,deleted,false,mod_quiz,null,user_override,4889996773,2,244,681,\mod_quiz\event\user_override_deleted,192.168.2.60
3,deleted,false,mod_quiz,null,user_override,4889996773,2,244,747,\mod_quiz\event\user_override_deleted,192.168.2.60
3,deleted,false,mod_quiz,web,group_override,4933503933,2,2,681,\mod_quiz\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_quiz,web,group_override,1644169408,4,2,427,\mod_quiz\event\group_override_deleted,0:0:0:0:0:0:0:1
1,deleted,false,mod_quiz,web,user_override,1644501311,2,2,681,\mod_quiz\event\user_override_deleted,0:0:0:0:0:0:0:1
1,ended,false,tool_usertours,web,tour,1644170840,2,244,267,\tool_usertours\event\tour_ended,0:0:0:0:0:0:0:1
1,ended,false,tool_usertours,web,tour,1644686274,5,244,754,\tool_usertours\event\tour_ended,0:0:0:0:0:0:0:1
1,ended,false,tool_usertours,web,tour,1644686826,5,244,787,\tool_usertours\event\tour_ended,0:0:0:0:0:0:0:1
5,failed,false,core,web,user_login,8221104005,0,0,1,\core\event\user_login_failed,0:0:0:0:0:0:0:1
4,failed,false,core,web,user_login,6577877982,0,2,1,\core\event\user_login_failed,0:0:0:0:0:0:0:1
1,failed,false,core,web,user_login,1644469458,0,243,1,\core\event\user_login_failed,0:0:0:0:0:0:0:1
5,failed,false,core,web,user_login,8221357135,0,244,1,\core\event\user_login_failed,0:0:0:0:0:0:0:1
161,graded,false,core,web,user,264760374465,2,-1,267,\core\event\user_graded,0:0:0:0:0:0:0:1
1,graded,false,mod_assign,null,submission,1625076815,2,242,656,\mod_assign\event\submission_graded,192.168.2.60
1,graded,false,mod_assign,null,submission,1625076815,2,242,722,\mod_assign\event\submission_graded,192.168.2.60
90,graded,false,mod_assign,null,submission,146487001160,2,244,654,\mod_assign\event\submission_graded,192.168.2.60
110,graded,false,mod_assign,null,submission,179031547439,2,244,655,\mod_assign\event\submission_graded,192.168.2.60
113,graded,false,mod_assign,null,submission,183920491450,2,244,656,\mod_assign\event\submission_graded,192.168.2.60
115,graded,false,mod_assign,null,submission,187162648258,2,244,657,\mod_assign\event\submission_graded,192.168.2.60
100,graded,false,mod_assign,null,submission,162797970027,2,244,658,\mod_assign\event\submission_graded,192.168.2.60
105,graded,false,mod_assign,null,submission,170966990971,2,244,662,\mod_assign\event\submission_graded,192.168.2.60
103,graded,false,mod_assign,null,submission,167614445385,2,244,663,\mod_assign\event\submission_graded,192.168.2.60
98,graded,false,mod_assign,null,submission,159598939025,2,244,664,\mod_assign\event\submission_graded,192.168.2.60
96,graded,false,mod_assign,null,submission,156293531121,2,244,665,\mod_assign\event\submission_graded,192.168.2.60
102,graded,false,mod_assign,null,submission,166168337675,2,244,666,\mod_assign\event\submission_graded,192.168.2.60
95,graded,false,mod_assign,null,submission,154679419603,2,244,673,\mod_assign\event\submission_graded,192.168.2.60
134,graded,false,mod_assign,null,submission,218268882935,2,244,677,\mod_assign\event\submission_graded,192.168.2.60
90,graded,false,mod_assign,null,submission,146487001160,2,244,720,\mod_assign\event\submission_graded,192.168.2.60
110,graded,false,mod_assign,null,submission,179031547439,2,244,721,\mod_assign\event\submission_graded,192.168.2.60
113,graded,false,mod_assign,null,submission,183920491450,2,244,722,\mod_assign\event\submission_graded,192.168.2.60
115,graded,false,mod_assign,null,submission,187162648258,2,244,723,\mod_assign\event\submission_graded,192.168.2.60
100,graded,false,mod_assign,null,submission,162797970027,2,244,724,\mod_assign\event\submission_graded,192.168.2.60
105,graded,false,mod_assign,null,submission,170966990971,2,244,728,\mod_assign\event\submission_graded,192.168.2.60
103,graded,false,mod_assign,null,submission,167614445385,2,244,729,\mod_assign\event\submission_graded,192.168.2.60
98,graded,false,mod_assign,null,submission,159598939025,2,244,730,\mod_assign\event\submission_graded,192.168.2.60
96,graded,false,mod_assign,null,submission,156293531121,2,244,731,\mod_assign\event\submission_graded,192.168.2.60
102,graded,false,mod_assign,null,submission,166168337675,2,244,732,\mod_assign\event\submission_graded,192.168.2.60
95,graded,false,mod_assign,null,submission,154679419603,2,244,739,\mod_assign\event\submission_graded,192.168.2.60
134,graded,false,mod_assign,null,submission,218268882935,2,244,743,\mod_assign\event\submission_graded,192.168.2.60
1,imported,false,tool_langimport,web,langpack,1644025464,0,2,1,\tool_langimport\event\langpack_imported,0:0:0:0:0:0:0:1
6,loggedin,false,core,web,user,9865988970,0,2,1,\core\event\user_loggedin,0:0:0:0:0:0:0:1
4,loggedin,false,core,web,user,6577911944,0,244,1,\core\event\user_loggedin,0:0:0:0:0:0:0:1
1,loggedout,false,core,web,user,1644684745,0,244,1,\core\event\user_loggedout,0:0:0:0:0:0:0:1
2,prevented,false,quizaccess_seb,null,access,3257420125,2,5,681,\quizaccess_seb\event\access_prevented,192.168.2.60
2,prevented,false,quizaccess_seb,null,access,3257420125,2,5,747,\quizaccess_seb\event\access_prevented,192.168.2.60
8,prevented,false,quizaccess_seb,null,access,13029586418,2,7,681,\quizaccess_seb\event\access_prevented,192.168.2.60
8,prevented,false,quizaccess_seb,null,access,13029586418,2,7,747,\quizaccess_seb\event\access_prevented,192.168.2.60
5,prevented,false,quizaccess_seb,null,access,8144823213,2,8,681,\quizaccess_seb\event\access_prevented,192.168.2.60
5,prevented,false,quizaccess_seb,null,access,8144823213,2,8,747,\quizaccess_seb\event\access_prevented,192.168.2.60
9,prevented,false,quizaccess_seb,null,access,14659018715,2,9,681,\quizaccess_seb\event\access_prevented,192.168.2.60
9,prevented,false,quizaccess_seb,null,access,14659018715,2,9,747,\quizaccess_seb\event\access_prevented,192.168.2.60
2,prevented,false,quizaccess_seb,null,access,3257326946,2,10,681,\quizaccess_seb\event\access_prevented,192.168.2.60
2,prevented,false,quizaccess_seb,null,access,3257326946,2,10,747,\quizaccess_seb\event\access_prevented,192.168.2.60
14,prevented,false,quizaccess_seb,null,access,22802989642,2,11,681,\quizaccess_seb\event\access_prevented,192.168.2.60
14,prevented,false,quizaccess_seb,null,access,22802989642,2,11,747,\quizaccess_seb\event\access_prevented,192.168.2.60
15,prevented,false,quizaccess_seb,null,access,24430611555,2,13,681,\quizaccess_seb\event\access_prevented,192.168.2.60
15,prevented,false,quizaccess_seb,null,access,24430611555,2,13,747,\quizaccess_seb\event\access_prevented,192.168.2.60
12,prevented,false,quizaccess_seb,null,access,19545444254,2,14,681,\quizaccess_seb\event\access_prevented,192.168.2.60
12,prevented,false,quizaccess_seb,null,access,19545444254,2,14,747,\quizaccess_seb\event\access_prevented,192.168.2.60
10,prevented,false,quizaccess_seb,null,access,16286512604,2,20,681,\quizaccess_seb\event\access_prevented,192.168.2.60
