accion_b,action,anonymous,component,origin,target,timecreated,courseid,userid,contextid,eventname,ip
1,created,false,assignsubmission_comments,null,comment,1627099739,2,43,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627099739,2,43,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624651299,2,45,656,\assignsubmission_comments\event\comment_created,192.168.2.60
4,created,false,assignsubmission_comments,null,comment,6500023554,2,45,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625348586,2,45,658,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626821149,2,45,663,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627239112,2,45,664,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628029336,2,45,673,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624651299,2,45,722,\assignsubmission_comments\event\comment_created,192.168.2.60
4,created,false,assignsubmission_comments,null,comment,6500023554,2,45,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625348586,2,45,724,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626821149,2,45,729,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627239112,2,45,730,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628029336,2,45,739,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624402083,2,50,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624402083,2,50,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624585830,2,52,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625242844,2,52,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624585830,2,52,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625242844,2,52,723,\assignsubmission_comments\event\comment_created,192.168.2.60
4,created,false,assignsubmission_comments,null,comment,6500020256,2,53,657,\assignsubmission_comments\event\comment_created,192.168.2.60
4,created,false,assignsubmission_comments,null,comment,6500020256,2,53,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627108008,2,62,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628724530,2,62,677,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627108008,2,62,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628724530,2,62,743,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626394793,2,63,658,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626394793,2,63,724,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627097474,2,74,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627097474,2,74,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627584889,2,78,665,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627584889,2,78,731,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625604889,2,80,656,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625604889,2,80,722,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628189881,2,87,673,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628189881,2,87,739,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625005277,2,91,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625005277,2,91,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625193941,2,94,656,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625193941,2,94,722,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625271249,2,95,656,\assignsubmission_comments\event\comment_created,192.168.2.60
3,created,false,assignsubmission_comments,null,comment,4886175756,2,95,664,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625271249,2,95,722,\assignsubmission_comments\event\comment_created,192.168.2.60
3,created,false,assignsubmission_comments,null,comment,4886175756,2,95,730,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624556400,2,96,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624556400,2,96,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628728233,2,102,655,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628732968,2,102,656,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628728233,2,102,721,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628732968,2,102,722,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3256231030,2,134,665,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3256231030,2,134,731,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624591554,2,138,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624591554,2,138,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624628375,2,140,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624628375,2,140,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624763332,2,146,655,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3257221214,2,146,677,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624763332,2,146,721,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3257221214,2,146,743,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626823451,2,148,663,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626823451,2,148,729,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628786936,2,149,666,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628786984,2,149,677,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628786936,2,149,732,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628786984,2,149,743,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628999804,2,151,677,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628999804,2,151,743,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625195382,2,156,655,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250010603,2,156,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625195382,2,156,721,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250010603,2,156,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624557700,2,167,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625284503,2,167,655,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250052516,2,167,656,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250320572,2,167,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625806668,2,167,658,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626975870,2,167,663,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624557700,2,167,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625284503,2,167,721,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250052516,2,167,722,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3250320572,2,167,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625806668,2,167,724,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1626975870,2,167,729,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625777753,2,175,656,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625777753,2,175,722,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628740304,2,176,664,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628740304,2,176,730,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628660685,2,182,666,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628660685,2,182,732,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627238070,2,187,655,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627238070,2,187,721,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628714450,2,193,663,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628714450,2,193,729,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3248805329,2,194,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625005419,2,194,657,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3253634502,2,194,663,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3248805329,2,194,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625005419,2,194,723,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3253634502,2,194,729,\assignsubmission_comments\event\comment_created,192.168.2.60
3,created,false,assignsubmission_comments,null,comment,4875084819,2,196,657,\assignsubmission_comments\event\comment_created,192.168.2.60
3,created,false,assignsubmission_comments,null,comment,4875084819,2,196,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625244902,2,203,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625244902,2,203,723,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3248816345,2,208,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628300541,2,208,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627353913,2,208,664,\assignsubmission_comments\event\comment_created,192.168.2.60
2,created,false,assignsubmission_comments,null,comment,3248816345,2,208,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1628300541,2,208,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627353913,2,208,730,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624595157,2,209,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625286909,2,209,656,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624595157,2,209,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625286909,2,209,722,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624586067,2,219,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624586067,2,219,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625252635,2,226,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627116448,2,226,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625252635,2,226,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627116448,2,226,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625083710,2,231,657,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627095174,2,231,664,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1625083710,2,231,723,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627095174,2,231,730,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627491785,2,235,662,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1627491785,2,235,728,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624556675,2,239,654,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_comments,null,comment,1624556675,2,239,720,\assignsubmission_comments\event\comment_created,192.168.2.60
1,created,false,assignsubmission_file,null,submission,1624388168,2,4,654,\assignsubmission_file\event\submission_created,192.168.2.60
1,created,false,assignsubmission_file,null,submission,1624388168,2,4,720,\assignsubmission_file\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625267200,2,5,655,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625268834,2,5,656,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625162461,2,5,657,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625880539,2,5,658,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627101052,2,5,662,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1626972711,2,5,663,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627759073,2,5,664,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627425482,2,5,665,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628381737,2,5,666,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625267200,2,5,721,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625268834,2,5,722,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625162461,2,5,723,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625880539,2,5,724,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627101052,2,5,728,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1626972711,2,5,729,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627759073,2,5,730,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627425482,2,5,731,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628381737,2,5,732,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625063718,2,7,655,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628622597,2,7,656,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625161347,2,7,657,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625687035,2,7,658,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1626976050,2,7,663,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627754026,2,7,664,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627579790,2,7,665,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628643496,2,7,666,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628184617,2,7,673,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625063718,2,7,721,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628622597,2,7,722,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625161347,2,7,723,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625687035,2,7,724,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1626976050,2,7,729,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627754026,2,7,730,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627579790,2,7,731,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628643496,2,7,732,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628184617,2,7,739,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1624402263,2,8,654,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1624931212,2,8,655,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625074420,2,8,656,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625005406,2,8,658,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627078162,2,8,662,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
4,created,false,assignsubmission_onlinetext,null,submission,6507271268,2,8,663,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3255192508,2,8,664,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3254849007,2,8,665,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3256065669,2,8,666,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628029356,2,8,673,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1624402263,2,8,720,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1624931212,2,8,721,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625074420,2,8,722,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1625005406,2,8,724,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1627078162,2,8,728,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
4,created,false,assignsubmission_onlinetext,null,submission,6507271268,2,8,729,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3255192508,2,8,730,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3254849007,2,8,731,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
2,created,false,assignsubmission_onlinetext,null,submission,3256065669,2,8,732,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1628029356,2,8,739,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
1,created,false,assignsubmission_onlinetext,null,submission,1624404431,2,9,654,\assignsubmission_onlinetext\event\submission_created,192.168.2.60
